"","Category","ProductName","Reviewer","Review","ReviewDate","Rating"
"1","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","John Invine","







  
  
    Arrived perfect sizing fits great
  
","Reviewed in the United Kingdom on 4 February 2024","5.0 out of 5 stars"
"2","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Lyn Turner","







  
  
    Good value bought for a present really pleased with it
  
","Reviewed in the United Kingdom on 15 January 2024","5.0 out of 5 stars"
"3","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Amazon Customer","







  
  
    Very well received, grandson liked them, looked good material seemed good quality
  
","Reviewed in the United Kingdom on 29 January 2024","4.0 out of 5 stars"
"4","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Williams","







  
  
    Great t shirt, looks more expensive, fits great, washes well, would recommend.
  
","Reviewed in the United Kingdom on 17 October 2023","5.0 out of 5 stars"
"5","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Amazon Customer","







  
  
    Excellent value for the money
  
","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"6","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","kym Telford","







  
  
    A really nice t-shirt size seems to come up on the bigger size though , would down size nxt time
  
","Reviewed in the United Kingdom on 12 January 2024","5.0 out of 5 stars"
"7","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","S. Thomas","







  
  
    Nice quality for the price, but is a little on the small side on both the body and arms.
  
","Reviewed in the United Kingdom on 10 November 2023","3.0 out of 5 stars"
"8","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Tina","







  
  
    Great value best seller excellent service lovely soft top
  
","Reviewed in the United Kingdom on 5 January 2024","5.0 out of 5 stars"
"9","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Dicky","







  
  
    Perfect fit, highly recommended!
  
","Reviewed in the United Kingdom on 4 January 2024","5.0 out of 5 stars"
"10","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","T,O,M","







  
  
    The sleeves are big and floaty, not like the pics of tshirts other customers have recieved. I assume this is down to poor quality control from different factories
  
","Reviewed in the United Kingdom on 1 December 2023","3.0 out of 5 stars"
"11","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","lloydymr","







  
  
    My Husband loves the Jack & Jones tea shirts, wears them every day !!! They’ve lasted years !!This one’s for Xmas, but measured against his others, perfect, Thank you !
  
","Reviewed in the United Kingdom on 26 November 2023","5.0 out of 5 stars"
"12","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Mr. Mark A. Duncan","







  
  
    Nice but too big
  
","Reviewed in the United Kingdom on 7 December 2023","3.0 out of 5 stars"
"13","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","VaLiKo","







  
  
    Perfect
  
","Reviewed in the United Kingdom on 7 December 2023","5.0 out of 5 stars"
"14","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Daddy K","







  
  
    Fits perfect
  
","Reviewed in the United Kingdom on 5 December 2023","5.0 out of 5 stars"
"15","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Kevin Garner","







  
  
    Nice Cotten T-shirt
  
","Reviewed in the United Kingdom on 16 August 2023","4.0 out of 5 stars"
"16","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","King kong","







  
  
    Very pleased with my order
  
","Reviewed in the United Kingdom on 25 November 2023","5.0 out of 5 stars"
"17","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","Christine","







  
  
    Very good fit and comfortable
  
","Reviewed in the United Kingdom on 25 November 2023","5.0 out of 5 stars"
"18","Mens Tshirt","JACK & JONES Men's Jjecorp Logo Tee Ss Crew Neck Noos Ps T-Shirt","David W.","







  
  
    good
  
","Reviewed in the United Kingdom on 12 August 2023","4.0 out of 5 stars"
"19","Mens Tshirt","JACK & JONES Men's T-Shirt","Hgv Al. ","







  
  
    Very nice t-shirts fit comfortably.
  
","Reviewed in the United Kingdom on 18 July 2023","5.0 out of 5 stars"
"20","Mens Tshirt","JACK & JONES Men's T-Shirt","Mrs Fussy Pants","







  
  
    Very happy with the t-shirts.
  
","Reviewed in the United Kingdom on 28 June 2023","5.0 out of 5 stars"
"21","Mens Tshirt","JACK & JONES Men's T-Shirt","Eamon Thomas","







  
  
    Nice and comfortable
  
","Reviewed in the United Kingdom on 2 July 2023","5.0 out of 5 stars"
"22","Mens Tshirt","JACK & JONES Men's T-Shirt","Daniel Wickers","







  
  
    Iron on stickers and far too baggy for a Medium fit shirtJust feel like a budget T-Shirt with cheap transfers stuck on!
  
","Reviewed in the United Kingdom on 19 July 2023","2.0 out of 5 stars"
"23","Mens Tshirt","JACK & JONES Men's T-Shirt","TobiasB","







  
  
    These T Shirts all have a a weird point on the shoulder. The material doesn’t curve and match the natural contours of your shoulder. It stands up at a boxy point . I am sending them back
  
","Reviewed in the United Kingdom on 22 January 2024","1.0 out of 5 stars"
"24","Mens Tshirt","JACK & JONES Men's T-Shirt","michelle jones","







  
  
    There is supposed  to be 3 t shirts I revived  toNot happy
  
","Reviewed in the United Kingdom on 17 November 2023","2.0 out of 5 stars"
"25","Mens Tshirt","JACK & JONES Men's T-Shirt","Mark","







  
  
    Wear
  
","Reviewed in the United Kingdom on 5 November 2023","5.0 out of 5 stars"
"26","Mens Tshirt","JACK & JONES Men's T-Shirt","Michele ","







  
    Molto comoda,taglia perfetta
  
  
","Reviewed in Italy on 21 January 2023","4.0 out of 5 stars"
"27","Mens Tshirt","JACK & JONES Men's T-Shirt","Salvatore9999","







  
    Jack & Jones, ottimo cotone e magliette stampate bene, con colori e scritte resistenti.Consiglio la taglia superiore se si è indecisi tra due.
  
  
","Reviewed in Italy on 21 December 2022","5.0 out of 5 stars"
"28","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Brandon-lee Bravery","







  
  
    Depends on how you like your fit, I prefer a bit of a looser fit so for myself I would size up but they fit my brother perfectly and he prefers the tighter muscle fit, they look great and are of great quality, assuming they are fake boss, you couldn't tell as they match his tracksuit perfectly.
  
","Reviewed in the United Kingdom on 27 August 2023","5.0 out of 5 stars"
"29","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Z","







  
  
    Nice t shirt, neck is a bit big
  
","Reviewed in the United Kingdom on 24 June 2023","4.0 out of 5 stars"
"30","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Amazon Customer","







  
  
    Came on time
  
","Reviewed in the United Kingdom on 28 November 2023","5.0 out of 5 stars"
"31","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Justin wright","







  
  
    The quality for the price is great
  
","Reviewed in the United Kingdom on 8 January 2024","5.0 out of 5 stars"
"32","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","kamrul haque","







  
  
    I know they are meant to be for lounge wear but the sizes are ridiculous. I am medium/large and even the XL was not fitting and the sleeves are too big. Also I am a bit conscious about the authenticity of the product. The box seemed like it was opened and used. Returned both item.
  
","Reviewed in the United Kingdom on 12 July 2023","1.0 out of 5 stars"
"33","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Jonathan ","







  
  
    Bought my usual regular fit mens xl sizing by Hugo Boss. These tshirts however, are cut just too tight. In comparison to the regular fit xl Hugo Boss clothes that I actually own, I would say these are coming in at a large or medium size, or an xl slim fit. Crewneck is cut too large also. Given them to my teenage son
  
","Reviewed in the United Kingdom on 16 July 2023","3.0 out of 5 stars"
"34","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","dave","







  
  
    Great pack of Boss tshirts and a bargain at that
  
","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"35","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","chris b","







  
  
    I know they were cheap (for Boss branded shirts) but they’re not very nice either. Very strange neck (very low for a crew-neck) and very baggy sleeves. I imagined they would look ok on their own, but not at all to my taste. Purely useful as underwear I think, so even cheaper alternatives would do that job equally well. On the white version even the tacky size stencil shows through to the outside.Not impressed.
  
","Reviewed in the United Kingdom on 16 October 2023","2.0 out of 5 stars"
"36","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","PeterS","







  
  
    I bought these on sale and they fit as expected.However, the material is much finer than I had anticipated (I now notice this is mentioned in other reviews). On the plus side, they wash well so if you are OK with finer material then they may be worth purchasing.
  
","Reviewed in the United Kingdom on 2 September 2023","4.0 out of 5 stars"
"37","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Quicksilver","







  
  
    still didn't make me the BOSS
  
","Reviewed in the United Kingdom on 11 October 2023","3.0 out of 5 stars"
"38","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Kelvin Richmond","







  
  
    My step son was over the moon with them
  
","Reviewed in the United Kingdom on 18 November 2023","5.0 out of 5 stars"
"39","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Gilly_K","







  
  
    I bought XL and they’re tight fitting, would definitely size up
  
","Reviewed in the United Kingdom on 13 July 2023","4.0 out of 5 stars"
"40","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","John","







  
  
    Pretty good T-shirts for the money, you get what you pay for
  
","Reviewed in the United Kingdom on 8 July 2023","4.0 out of 5 stars"
"41","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Darren","







  
  
    Very nice t-shirts good quality however I ordered large and got 2 large 1 medium in the box , was going on holiday so couldn't be bothered to return them
  
","Reviewed in the United Kingdom on 7 June 2023","4.0 out of 5 stars"
"42","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Amazon Customer","







  
  
    Nice fabric with 4 strategically placed holes ,2 i assume are for the arms and i've not worked out yet what the other 2 are for ,oh hang ones for the head .  5 stars 4 holes 👍
  
","Reviewed in the United Kingdom on 15 October 2023","5.0 out of 5 stars"
"43","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","kev","







  
  
    Ordered size L but had to return as to small and wrong colours from advertised. These are a small fit so purchased XL.Sadly the wrong colours arrived again from the one ordered. I kept them as I needed them for my hols.Amazon really do need to sort this out as it can’t be a mistake and must be and issue at there end with the colours being given the wrong order numbers from the ones advertised.
  
","Reviewed in the United Kingdom on 5 June 2023","3.0 out of 5 stars"
"44","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Laura Moore","







  
  
    Bought for my husband who found them peculiar sizing. He’s usually a large,  which he found skin tight so we exchanged for an XL which were a little large. Apart from that they are good quality
  
","Reviewed in the United Kingdom on 12 May 2023","4.0 out of 5 stars"
"45","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Bruno Santos","







  
  
    Order the blu pack and I have received the dark colour package.I’m happy with the items but Amazon need to make sure they send the right items to customers.
  
","Reviewed in the United Kingdom on 5 May 2023","4.0 out of 5 stars"
"46","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Amazon Customer","







  
  
    Nice plain T shirts
  
","Reviewed in the United Kingdom on 13 October 2023","5.0 out of 5 stars"
"47","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Q","







  
  
    Nice fit very comfy
  
","Reviewed in the United Kingdom on 12 May 2023","4.0 out of 5 stars"
"48","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Napes","







  
  
    Good product delivered on time however the T-shirts were different colours from what was ordered
  
","Reviewed in the United Kingdom on 16 June 2023","3.0 out of 5 stars"
"49","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Avner","







  
  
    I wash the shirt and look like chip tshirt
  
","Reviewed in the United Kingdom on 14 June 2023","3.0 out of 5 stars"
"50","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Pete E","







  
  
    I got these in a sale so these were excellent value for money. These are an excellent product. I probably got a size too small but I'd still say these are a slim fit so would probably go a size larger then you normally would.
  
","Reviewed in the United Kingdom on 19 July 2023","5.0 out of 5 stars"
"51","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","Mr Bojangles","







  
  
    Don’t like the way it hangs off the shoulders
  
","Reviewed in the United Kingdom on 8 June 2023","3.0 out of 5 stars"
"52","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","tony dyble","







  
  
    Did not fit very small sizes
  
","Reviewed in the United Kingdom on 6 June 2023","3.0 out of 5 stars"
"53","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","mr w j dunne","







  
  
    I like my t-shirts loose. These feel very thin and still figure hugging despite being xl. Best to go another size up. If xl is your normal go with xxl etc
  
","Reviewed in the United Kingdom on 13 October 2023","2.0 out of 5 stars"
"54","Mens Tshirt","BOSS Mens Pack Classic T-Shirt","john","







  
  
    Excellent quality and great fit.
  
","Reviewed in the United Kingdom on 17 September 2023","5.0 out of 5 stars"
"55","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","mr jonathan pattison","







  
  
    All round good item for the price. The material is of good thickness and quality. Good fit for the size I ordered. Will order the same again.
  
","Reviewed in the United Kingdom on 7 February 2024","5.0 out of 5 stars"
"56","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Pippa D","







  
  
    I bought these for my husband as he needed a thick cotton t-shirt to wear under his work-shirt in winter. We we pleasantly surprised at the quality of the t-shirts. The cotton is thick and washes well. They’re comfortable and a good length. We would definitely buy them again.
  
","Reviewed in the United Kingdom on 10 February 2024","5.0 out of 5 stars"
"57","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Jayne Darmody","







  
  
    I love the shade of blue on these t-shirts. They are of good quality & reasonably priced too. I have always loved this brand as the clothing is good quality, washes well & doesn't shrink either. The colours don't fade quickly either. I definitely recommend!
  
","Reviewed in the United Kingdom on 8 January 2024","4.0 out of 5 stars"
"58","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Eric Hough","







  
  
    T-Shirts were great value for money, they measure up as described so fit well and look good
  
","Reviewed in the United Kingdom on 13 January 2024","5.0 out of 5 stars"
"59","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Jackie","







  
  
    Good quality material
  
","Reviewed in the United Kingdom on 10 February 2024","5.0 out of 5 stars"
"60","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Amazon Customer","







  
  
    Three T-shirts for less than £12 is certainly worth the money and are of reasonable quality and a good fit (XL) except they are rather long and hang below my fleece, which may not effect other buyers. I wouldn't buy again because of that.
  
","Reviewed in the United Kingdom on 1 November 2023","3.0 out of 5 stars"
"61","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Gezza","







  
  
    Very nice quality tee. Good shape, good length of sleeve. Needed for work and have had a couple of colleagues ask where I got them.
  
","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"62","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","kevin burton","







  
  
    Good fit, nice fabric, value for money
  
","Reviewed in the United Kingdom on 6 February 2024","4.0 out of 5 stars"
"63","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Simon62","







  
  
    Good value, straightorward T-shirts.As for sizing, my experience may help you.  I don't like my T-shirts tight, so I played safe and ordered XL though I'm generally L (and Amazon recommended L!).  A mistake.  A Large would have been roomy enough.
  
","Reviewed in the United Kingdom on 7 February 2024","5.0 out of 5 stars"
"64","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Amazon Customer","







  
  
    Easy wearing plain white T’sGood fit, the fabric quality has dropped a little over the years as been buying these for as long as I can remember but still a decent fit and a good price compared to high street brands like next, Zara etc.
  
","Reviewed in the United Kingdom on 13 January 2024","4.0 out of 5 stars"
"65","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Simon","







  
  
    Perfect size and fit, I’m 6ft 3 so medium perfect, great quality for price
  
","Reviewed in the United Kingdom on 13 February 2024","5.0 out of 5 stars"
"66","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Carol Anne","







  
  
    I bought these XXL T shirts for my husband to wear in bed as he has MND and needs clothes in bed to be roomy.  These are really excellent value.  I feel sure if you needed a T shirt to wear for work or the gym then these  would be perfect.  They are pure cotton and not at all 'thin'.  My only complaint would be they took about a week to arrive, then I am used to Amazon Prime and there has been Christmas and New Year Bank holidays so no real worries.  Thank you Fruit of the Loom!
  
","Reviewed in the United Kingdom on 5 January 2024","5.0 out of 5 stars"
"67","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","PCM","







  
  
    As per the headline, I thought the quality and fit was good, especially for the price, I am a tall guy and would have like them a bit longer but not a really big deal
  
","Reviewed in the United Kingdom on 3 January 2024","4.0 out of 5 stars"
"68","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","George","







  
  
    They maybe come up a slightly small, so consider ordering a size up if you're between sizes. They're what you should expect of a Fruit of the Loom shirt, cheap and cheerful, do the job.
  
","Reviewed in the United Kingdom on 30 December 2023","4.0 out of 5 stars"
"69","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Robert Walker","







  
  
    Great price , true size fit and nice feeling on the skin
  
","Reviewed in the United Kingdom on 9 February 2024","5.0 out of 5 stars"
"70","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Malikha","







  
  
    I recently purchased Fruit of the Loom black t-shirts, and they have been quite satisfying. The ease of use is great; they are perfect for everyday wear and layering. The appearance is clean and classic, which is exactly what I was looking for in a basic black tee.The material is comfortable, but I wish it was a tad thicker for added durability. The stitching quality is good, and I haven't had any issues with unraveling seams. As for the fit, it's mostly true to size, although I found them to be slightly roomier than expected. Overall, these t-shirts are a solid choice for your wardrobe, offering good value for the price.
  
","Reviewed in the United Kingdom on 1 November 2023","4.0 out of 5 stars"
"71","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Yorkshire Devil","







  
  
    Bought these for work around 2 years ago and they lasted a really long time well worth the buy for working or just lounging in.
  
","Reviewed in the United Kingdom on 26 December 2023","4.0 out of 5 stars"
"72","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Richard John Williams","







  
  
    You can search high and low for a good quality heavyweight cotton shirt. These are just as good and at a fraction of the price. Anybody who knocks these don’t know what they are talking about. Will be buying a lot more colours.
  
","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars"
"73","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Krystof","







  
  
    Being an old geezer I wear these as a vest. I was worried that they might be too short but they are a perfect length. They are comfortable and so far they have kept their shape.
  
","Reviewed in the United Kingdom on 20 January 2024","5.0 out of 5 stars"
"74","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Mick Ashley ","







  
  
    Item as requested…Size correct for me ….
  
","Reviewed in the United Kingdom on 31 January 2024","5.0 out of 5 stars"
"75","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","francine wells","







  
  
    Good quality good value.
  
","Reviewed in the United Kingdom on 4 February 2024","5.0 out of 5 stars"
"76","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Dade","







  
  
    Well made with good quality fabric and a good fit
  
","Reviewed in the United Kingdom on 30 January 2024","5.0 out of 5 stars"
"77","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","jeanne","







  
  
    T shirts bigger on sizing.
  
","Reviewed in the United Kingdom on 29 December 2023","4.0 out of 5 stars"
"78","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Bob Payne","







  
  
    T shirt is made with comfortable material and feels good to wear. It is also a nice fit.
  
","Reviewed in the United Kingdom on 17 December 2023","4.0 out of 5 stars"
"79","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","P S WARRINGTON","







  
  
    And good value
  
","Reviewed in the United Kingdom on 31 January 2024","5.0 out of 5 stars"
"80","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","AJP","







  
  
    Advertised as Heavy Cotton received Original T-Shirt. Offered discount for error. T Shirts are ok, but with my outside job I will probably require more layers.
  
","Reviewed in the United Kingdom on 4 December 2023","4.0 out of 5 stars"
"81","Mens Tshirt","Fruit of the Loom Men's Heavy T-Shirt Pack of 3","Liam","







  
  
    Most fruit of the loom products are the same and this one is no exception - no problems with colour, thickness of material, or the feel of the material at all. The only issue is washability - you may find that the material shrinks slightly, which may be a problem for some and hence a reason to order a size larger. Overall though, I would recommend!
  
","Reviewed in the United Kingdom on 28 October 2023","4.0 out of 5 stars"
"82","Mens Tshirt","Amazon Essentials Men's Regular-Fit Short-Sleeve Poplin Shirt, Blue Gingham, XL","𝗧𝗿𝘂𝘁𝗵 𝗦𝗲𝗲𝗸𝗲𝗿","







  
  
    For the price of under a tenner each, I wasn't expecting much at all and half expected a return would be in order.But Amazon deliver once again! Speedy next day delivery to the Isle of Bute and the shirts are absolutely amazing. Just what I needed. A couple of nice summery short sleeved shirts and not the boring check pattern that most 50yr olds wear ad nauseum.The shirts are well made with excellent pattern and colour. The size is perfect for me. I am a 48"" chest with 40"" waist and I ordered the XXL. When I first put it on, I though it was going to be far too large but once I had the buttons done up and the shirt tucked in, it was a perfect fit.  Not baggy and with enough room for comfort when sitting down, without being tight across the chest or belly.Highly recommended- Buy with confidence.I do not receive any payment or free goods for writing these reviews. I am just happy to share my views on my purchases with fellow like minded Amazonians in the hope that you may find it helpful.
  
","Reviewed in the United Kingdom on 27 April 2021","5.0 out of 5 stars"
